,Sp22Columbia,Sp22upperColumbia,Sp22Willamette,Fa23Columbia,Fa23Sandy,Fa23Willamette
sp4437,0,0,0,0.000186047,0,0
sp4438,0,0,0,0.000116279,0,0
sp4439,0,0,0,0.000174419,0,0
sp4440,0,0,0,0.000127907,0,0
sp4441,0,0,0,0.000127907,0,0
sp4442,0,0,0,0.000162791,0,0
sp4443,0,0,0,0.000151163,0,0
sp4444,0,0,0,0.00022093,0,0
sp4445,0,0,0,0.000186047,0,0
sp4446,0,0,0,0.000197674,0,0
sp4447,0,0,0,0.000186047,0,0
sp4448,0,0,0,0.000151163,0,0
sp4449,0,0,0,0.000174419,0,0
sp4450,0,0,0,0.000139535,0,0
sp4451,0,0,0,0.000139535,0,0
sp4452,0,0,0,0.000139535,0,0
sp4453,0,0,0,0.000186047,0,0
sp4454,0,0,0,0.000151163,0,0
sp4455,0,0,0,0.000116279,0,0
sp4456,0,0,0,0.000127907,0,0
sp4457,0,0,0,0.000162791,0,0
sp4458,0,0,0,0.000232558,0,0
sp4459,0,0,0,0.000127907,0,0
sp4460,0,0,0,0.000174419,0,0
sp4461,0,0,0,0,0.000186047,0
sp4462,0,0,0,0,0.000174419,0
sp4463,0,0,0,0,0.000174419,0
sp4464,0,0,0,0,0.000162791,0
sp4465,0,0,0,0,0.000151163,0
sp4466,0,0,0,0,0.000151163,0
sp4467,0,0,0,0,0.000139535,0
sp4468,0,0,0,0,0.000174419,0
sp4469,0,0,0,0,0.000104651,0
sp4470,0,0,0,0,0.000151163,0
sp4471,0,0,0,0,0.000151163,0
sp4472,0,0,0,0,0.000232558,0
sp4473,0,0,0,0,0.000151163,0
sp4474,0,0,0,0,0.000209302,0
sp4475,0,0,0,0,0.000151163,0
sp4476,0,0,0,0,0.000151163,0
sp4477,0,0,0,0,0.000162791,0
sp4478,0,0,0,0,0.000104651,0
sp4479,0,0,0,0,0.000151163,0
sp4480,0,0,0,0,0.000151163,0
sp4481,0,0,0,0,0.000162791,0
sp4482,0,0,0,0,0.000186047,0
sp4483,0,0,0,0,0.000162791,0
sp4484,0,0,0,0,0.000116279,0
sp4485,0,0,0,0,0.000151163,0
sp4486,0,0,0,0,0.000162791,0
sp4487,0,0,0,0,0.000197674,0
sp4488,0,0,0,0,0.000174419,0
sp4489,0,0,0,0,0.000162791,0
sp4490,0,0,0,0,0.000197674,0
sp4491,0,0,0,0,0.000186047,0
sp4492,0,0,0,0,0.000151163,0
sp4493,0,0,0,0,0.000116279,0
sp4494,0,0,0,0,0.000151163,0
sp4495,0,0,0,0,0.000197674,0
sp4496,0,0,0,0,0.000162791,0
sp4497,0,0,0,0,0.000174419,0
sp4498,0,0,0,0,0.000174419,0
sp4499,0,0,0,0,0.000186047,0
sp4500,0,0,0,0,0.000116279,0
sp4501,0,0,0,0,0.000232558,0
sp4502,0,0,0,0,0.000151163,0
sp4503,0,0,0,0,0.000186047,0
sp4504,0,0,0,0,0.000174419,0
sp4505,0,0,0,0,0.000162791,0
sp4506,0,0,0,0,0.000197674,0
sp4507,0,0,0,0,0.000174419,0
sp4508,0,0,0,0,0.000162791,0
sp4509,0,0,0,0,0.000151163,0
sp4510,0,0,0,0,0.000209302,0
sp4511,0,0,0,0,0.000162791,0
sp4512,0,0,0,0,0.000127907,0
sp4513,0,0,0,0,0.000174419,0
sp4514,0,0,0,0,0.000151163,0
sp4515,0,0,0,0,0.000174419,0
sp4516,0,0,0,0,0.000197674,0
sp4517,0,0,0,0,0.000174419,0
sp4518,0,0,0,0,0,0.000139535
sp4519,0,0,0,0,0,0.000186047
sp4520,0,0,0,0,0,0.000162791
sp4521,0,0,0,0,0,0.000127907
sp4522,0,0,0,0,0,0.000127907
sp4523,0,0,0,0,0,0.000127907
sp4524,0,0,0,0,0,0.000186047
sp4525,0,0,0,0,0,0.000232558
sp4526,0,0,0,0,0,0.000116279
sp4527,0,0,0,0,0,0.000127907
sp4528,0,0,0,0,0,0.000151163
sp4529,0,0,0,0,0,0.000162791
sp4530,0,0,0,0,0,0.000162791
sp4531,0,0,0,0,0,0.00022093
sp4532,0,0,0,0,0,0.000116279
sp4533,0,0,0,0,0,0.000162791
sp4534,0,0,0,0,0,0.000174419
sp4535,0,0,0,0,0,0.000162791
sp4536,0,0,0,0,0,0.000162791
sp4537,0,0,0,0,0,0.000174419
sp4538,0.000325581,0,0,0,0,0
sp4539,0.000325581,0,0,0,0,0
sp4540,0.000325581,0,0,0,0,0
sp4541,0.000325581,0,0,0,0,0
sp4542,0.000325581,0,0,0,0,0
sp4543,0.000325581,0,0,0,0,0
sp4544,0.000325581,0,0,0,0,0
sp4545,0.000325581,0,0,0,0,0
sp4546,0.000325581,0,0,0,0,0
sp4547,0.000151163,0.000162791,0,0,0,0
sp4548,0,0.000325581,0,0,0,0
sp4549,0,0.000325581,0,0,0,0
sp4550,0,0.000302326,0,0,0,0
sp4551,0,0.000313953,0,0,0,0
sp4552,0,0.00027907,0,0,0,0
sp4553,0,0.000302326,0,0,0,0
sp4554,0,0.000325581,0,0,0,0
sp4555,0,0.000302326,0,0,0,0
sp4556,0,0.000302326,0,0,0,0
sp4557,0,0.000290698,0,0,0,0
sp4558,0,8.13953E-05,0.000186047,0,0,0
sp4559,0,0,0.000290698,0,0,0
sp4560,0,0,0.000290698,0,0,0
sp4561,0,0,0.000290698,0,0,0
sp4562,0,0,0.000290698,0,0,0
sp4563,0,0,0.000232558,0,0,0
sp4564,0,0,0.000313953,0,0,0
sp4565,0,0,0.00027907,0,0,0
sp4566,0,0,0.000267442,0,0,0
sp4567,0,0,0,0.000186047,0,0
sp4568,0,0,0,0.000186047,0,0
sp4569,0,0,0,0.000104651,0,0
sp4570,0,0,0,0.00022093,0,0
sp4571,0,0,0,0.000174419,0,0
sp4572,0,0,0,0.000151163,0,0
sp4573,0,0,0,0.000162791,0,0
sp4574,0,0,0,0.000139535,0,0
sp4575,0,0,0,0.000116279,0,0
sp4576,0,0,0,0.000162791,0,0
sp4577,0,0,0,0.000162791,0,0
sp4578,0,0,0,0.000127907,0,0
sp4579,0,0,0,0.000139535,0,0
sp4580,0,0,0,0.000139535,0,0
sp4581,0,0,0,0.000104651,0,0
sp4582,0,0,0,0.000116279,0,0
sp4583,0,0,0,0.000139535,0,0
sp4584,0,0,0,0.000151163,0,0
sp4585,0,0,0,0.000162791,0,0
sp4586,0,0,0,0.000139535,0,0
sp4587,0,0,0,0.000127907,0,0
sp4588,0,0,0,0.000139535,0,0
sp4589,0,0,0,0.000139535,0,0
sp4590,0,0,0,0.000186047,0,0
sp4591,0,0,0,0.000127907,0,0
sp4592,0,0,0,0.000139535,0,0
sp4593,0,0,0,0.000139535,0,0
sp4594,0,0,0,0,0.000197674,0
sp4595,0,0,0,0,0.000174419,0
sp4596,0,0,0,0,0.000104651,0
sp4597,0,0,0,0,0.000104651,0
sp4598,0,0,0,0,0.000127907,0
sp4599,0,0,0,0,0.000151163,0
sp4600,0,0,0,0,0.000162791,0
sp4601,0,0,0,0,0.000186047,0
sp4602,0,0,0,0,0.000162791,0
sp4603,0,0,0,0,0.000162791,0
sp4604,0,0,0,0,0.000139535,0
sp4605,0,0,0,0,0.000162791,0
sp4606,0,0,0,0,0.000186047,0
sp4607,0,0,0,0,0.000197674,0
sp4608,0,0,0,0,0.000127907,0
sp4609,0,0,0,0,0.000209302,0
sp4610,0,0,0,0,0.000139535,0
sp4611,0,0,0,0,0.000174419,0
sp4612,0,0,0,0,0.000139535,0
sp4613,0,0,0,0,0.000139535,0
sp4614,0,0,0,0,0.000162791,0
sp4615,0,0,0,0,0.000151163,0
sp4616,0,0,0,0,0.000232558,0
sp4617,0,0,0,0,0.000151163,0
sp4618,0,0,0,0,0.000127907,0
sp4619,0,0,0,0,0.000162791,0
sp4620,0,0,0,0,0.000186047,0
sp4621,0,0,0,0,0.000151163,0
sp4622,0,0,0,0,0.000162791,0
sp4623,0,0,0,0,0.000197674,0
sp4624,0,0,0,0,0.000116279,0
sp4625,0,0,0,0,0.000127907,0
sp4626,0,0,0,0,0.000197674,0
sp4627,0,0,0,0,0.000209302,0
sp4628,0,0,0,0,0.000174419,0
sp4629,0,0,0,0,0.000209302,0
sp4630,0,0,0,0,0.000186047,0
sp4631,0,0,0,0,0.000174419,0
sp4632,0,0,0,0,0.000162791,0
sp4633,0,0,0,0,0.000116279,0
sp4634,0,0,0,0,0.000116279,0
sp4635,0,0,0,0,0.000139535,0
sp4636,0,0,0,0,0.000127907,0
sp4637,0,0,0,0,0.000127907,0
sp4638,0,0,0,0,0.000139535,0
sp4639,0,0,0,0,0.000197674,0
sp4640,0,0,0,0,0.000139535,0
sp4641,0,0,0,0,0.000174419,0
sp4642,0,0,0,0,0.000151163,0
sp4643,0,0,0,0,0.000127907,0
sp4644,0,0,0,0,0.000139535,0
sp4645,0,0,0,0,0.000151163,0
sp4646,0,0,0,0,0.000197674,0
sp4647,0,0,0,0,0.000151163,0
sp4648,0,0,0,0,0.000151163,0
sp4649,0,0,0,0,0.000197674,0
sp4650,0,0,0,0,0.000139535,0
sp4651,0,0,0,0,0.00022093,0
sp4652,0,0,0,0,0.000127907,0
sp4653,0,0,0,0,0.000186047,0
sp4654,0,0,0,0,0.000209302,0
sp4655,0,0,0,0,0.000116279,0
sp4656,0,0,0,0,0.000151163,0
sp4657,0,0,0,0,0.000162791,0
sp4658,0,0,0,0,0,0.000151163
sp4659,0,0,0,0,0,0.000162791
sp4660,0,0,0,0,0,0.000151163
sp4661,0,0,0,0,0,0.000139535
sp4662,0,0,0,0,0,6.97674E-05
sp4663,0,0,0,0,0,0.000139535
sp4664,0,0,0,0,0,0.000186047
sp4665,0,0,0,0,0,0.000197674
sp4666,0,0,0,0,0,0.000139535
sp4667,0,0,0,0,0,0.000162791
sp4668,0,0,0,0,0,0.000116279
sp4669,0.000313953,0,0,0,0,0
sp4670,0.000302326,0,0,0,0,0
sp4671,0.000313953,0,0,0,0,0
sp4672,0.000313953,0,0,0,0,0
sp4673,0.000313953,0,0,0,0,0
sp4674,0.000313953,0,0,0,0,0
sp4675,0.000313953,0,0,0,0,0
sp4676,0.000313953,0,0,0,0,0
sp4677,0.000313953,0,0,0,0,0
sp4678,0.000313953,0,0,0,0,0
sp4679,0.000302326,0,0,0,0,0
sp4680,0.000313953,0,0,0,0,0
sp4681,0.000313953,0,0,0,0,0
sp4682,0.000313953,0,0,0,0,0
sp4683,0.000313953,0,0,0,0,0
sp4684,0.000313953,0,0,0,0,0
sp4685,0.000244186,0,6.97674E-05,0,0,0
sp4686,0,0.000313953,0,0,0,0
sp4687,0,0.000302326,0,0,0,0
sp4688,0,0.00027907,0,0,0,0
sp4689,0,0.000302326,0,0,0,0
sp4690,0,0.000302326,0,0,0,0
sp4691,0,0.000313953,0,0,0,0
sp4692,0,0.000302326,0,0,0,0
sp4693,0,0.000290698,0,0,0,0
sp4694,0,0.000290698,0,0,0,0
sp4695,0,0.000290698,0,0,0,0
sp4696,0,0.000302326,0,0,0,0
sp4697,0,0.000302326,0,0,0,0
sp4698,0,0,0.000290698,0,0,0
sp4699,0,0,0.000244186,0,0,0
sp4700,0,0,0.000290698,0,0,0
sp4701,0,0,0.00027907,0,0,0
sp4702,0,0,0.000244186,0,0,0
sp4703,0,0,0.000267442,0,0,0
sp4704,0,0,0.00027907,0,0,0
sp4705,0,0,0.00027907,0,0,0
sp4706,0,0,0.000302326,0,0,0
sp4707,0,0,0.000255814,0,0,0
sp4708,0,0,0,0.000197674,0,0
sp4709,0,0,0,0.000127907,0,0
sp4710,0,0,0,0.000139535,0,0
sp4711,0,0,0,0.000127907,0,0
sp4712,0,0,0,0.000174419,0,0
sp4713,0,0,0,0.000197674,0,0
sp4714,0,0,0,0.000162791,0,0
sp4715,0,0,0,0.000139535,0,0
sp4716,0,0,0,0.000186047,0,0
sp4717,0,0,0,0.000116279,0,0
sp4718,0,0,0,0.000186047,0,0
sp4719,0,0,0,0.000162791,0,0
sp4720,0,0,0,9.30233E-05,0,0
sp4721,0,0,0,0.000151163,0,0
sp4722,0,0,0,0.000151163,0,0
sp4723,0,0,0,0.000162791,0,0
sp4724,0,0,0,0.000162791,0,0
sp4725,0,0,0,0.000244186,0,0
sp4726,0,0,0,0.000139535,0,0
sp4727,0,0,0,0.000151163,0,0
sp4728,0,0,0,0.000162791,0,0
sp4729,0,0,0,0.000127907,0,0
sp4730,0,0,0,0.000151163,0,0
sp4731,0,0,0,0,0.000186047,0
sp4732,0,0,0,0,0.000139535,0
sp4733,0,0,0,0,0.000151163,0
sp4734,0,0,0,0,0.000174419,0
sp4735,0,0,0,0,0.000104651,0
sp4736,0,0,0,0,0.000116279,0
sp4737,0,0,0,0,0.000127907,0
sp4738,0,0,0,0,0.000139535,0
sp4739,0,0,0,0,0.000186047,0
sp4740,0,0,0,0,0.000139535,0
sp4741,0,0,0,0,0.000162791,0
sp4742,0,0,0,0,0.000139535,0
sp4743,0,0,0,0,0.000151163,0
sp4744,0,0,0,0,0.000151163,0
sp4745,0,0,0,0,0.000162791,0
sp4746,0,0,0,0,9.30233E-05,0
sp4747,0,0,0,0,0.000127907,0
sp4748,0,0,0,0,0.000197674,0
sp4749,0,0,0,0,0.000174419,0
sp4750,0,0,0,0,0.000174419,0
sp4751,0,0,0,0,0.000116279,0
sp4752,0,0,0,0,0.000197674,0
sp4753,0,0,0,0,0.000139535,0
sp4754,0,0,0,0,0.000174419,0
sp4755,0,0,0,0,0.000209302,0
sp4756,0,0,0,0,0.000139535,0
sp4757,0,0,0,0,0.000186047,0
sp4758,0,0,0,0,0.000139535,0
sp4759,0,0,0,0,0.000127907,0
sp4760,0,0,0,0,0.000151163,0
sp4761,0,0,0,0,9.30233E-05,0
sp4762,0,0,0,0,0.000116279,0
sp4763,0,0,0,0,0.000139535,0
sp4764,0,0,0,0,0.000151163,0
sp4765,0,0,0,0,9.30233E-05,0
sp4766,0,0,0,0,0.000139535,0
sp4767,0,0,0,0,0.000127907,0
sp4768,0,0,0,0,0.000197674,0
sp4769,0,0,0,0,0.000151163,0
sp4770,0,0,0,0,0.000174419,0
sp4771,0,0,0,0,0.000174419,0
sp4772,0,0,0,0,0.000197674,0
sp4773,0,0,0,0,0.000104651,0
sp4774,0,0,0,0,0.000174419,0
sp4775,0,0,0,0,0.000162791,0
sp4776,0,0,0,0,0.00022093,0
sp4777,0,0,0,0,0.000151163,0
sp4778,0,0,0,0,0.000162791,0
sp4779,0,0,0,0,0.000174419,0
sp4780,0,0,0,0,0.000162791,0
sp4781,0,0,0,0,0.000209302,0
sp4782,0,0,0,0,0.000197674,0
sp4783,0,0,0,0,0.000151163,0
sp4784,0,0,0,0,0.000186047,0
sp4785,0,0,0,0,0.000139535,0
sp4786,0,0,0,0,0.000186047,0
sp4787,0,0,0,0,0.000151163,0
sp4788,0,0,0,0,0.000139535,0
sp4789,0,0,0,0,0.000186047,0
sp4790,0,0,0,0,0.000162791,0
sp4791,0,0,0,0,0.000162791,0
sp4792,0,0,0,0,0.000151163,0
sp4793,0,0,0,0,0.000174419,0
sp4794,0,0,0,0,0.000174419,0
sp4795,0,0,0,0,0.000127907,0
sp4796,0,0,0,0,0.000174419,0
sp4797,0,0,0,0,0.000186047,0
sp4798,0,0,0,0,0.000139535,0
sp4799,0,0,0,0,0.000186047,0
sp4800,0,0,0,0,0,0.000139535
sp4801,0,0,0,0,0,0.000151163
sp4802,0,0,0,0,0,0.000127907
sp4803,0,0,0,0,0,0.000151163
sp4804,0,0,0,0,0,0.000151163
sp4805,0,0,0,0,0,0.000104651
sp4806,0,0,0,0,0,0.000127907
sp4807,0,0,0,0,0,0.000174419
sp4808,0.000302326,0,0,0,0,0
sp4809,0.000302326,0,0,0,0,0
sp4810,0.000290698,0,0,0,0,0
sp4811,0.000290698,0,0,0,0,0
sp4812,0.000302326,0,0,0,0,0
sp4813,0.000302326,0,0,0,0,0
sp4814,0.000302326,0,0,0,0,0
sp4815,0.000209302,0,0,0,0,3.48837E-05
sp4816,0.000127907,0.000174419,0,0,0,0
sp4817,0.000116279,0.000162791,0,0,0,1.16279E-05
sp4818,0,0.000267442,0,0,0,0
sp4819,0,0.000302326,0,0,0,0
sp4820,0,0.000267442,0,0,0,0
sp4821,0,0.000290698,0,0,0,0
sp4822,0,0.000290698,0,0,0,0
sp4823,0,0.000302326,0,0,0,0
sp4824,0,0.000302326,0,0,0,0
sp4825,0,0.000290698,0,0,0,0
sp4826,0,0.000290698,0,0,0,0
sp4827,0,0.00027907,0,0,0,0
sp4828,0,0.000302326,0,0,0,0
sp4829,0,0.00027907,0,0,0,0
sp4830,0,0,0.000255814,0,0,0
sp4831,0,0,0.000244186,0,0,0
sp4832,0,0,0.000232558,0,0,0
sp4833,0,0,0.000255814,0,0,0
sp4834,0,0,0.000302326,0,0,0
sp4835,0,0,0.000267442,0,0,0
sp4836,0,0,0.000255814,0,0,0
sp4837,0,0,0.000244186,0,0,0
sp4838,0,0,0,0.000127907,0,0
sp4839,0,0,0,0.000209302,0,0
sp4840,0,0,0,0.000116279,0,0
sp4841,0,0,0,0.000104651,0,0
sp4842,0,0,0,0.000151163,0,0
sp4843,0,0,0,0.000151163,0,0
sp4844,0,0,0,0.000186047,0,0
sp4845,0,0,0,9.30233E-05,0,0
sp4846,0,0,0,0.000116279,0,0
sp4847,0,0,0,5.81395E-05,0,0
sp4848,0,0,0,0.000116279,0,0
sp4849,0,0,0,0.000139535,0,0
sp4850,0,0,0,0.000151163,0,0
sp4851,0,0,0,0.000127907,0,0
sp4852,0,0,0,0.000174419,0,0
sp4853,0,0,0,0.000127907,0,0
sp4854,0,0,0,0.000104651,0,0
sp4855,0,0,0,0.000127907,0,0
sp4856,0,0,0,0.000162791,0,0
sp4857,0,0,0,0.000116279,0,0
sp4858,0,0,0,0.000139535,0,0
sp4859,0,0,0,0.000151163,0,0
sp4860,0,0,0,0.000139535,0,0
sp4861,0,0,0,0.000151163,0,0
sp4862,0,0,0,0.000139535,0,0
sp4863,0,0,0,0,0.000151163,0
sp4864,0,0,0,0,0.000139535,0
sp4865,0,0,0,0,0.000174419,0
sp4866,0,0,0,0,0.000127907,0
sp4867,0,0,0,0,0.000127907,0
sp4868,0,0,0,0,0.000186047,0
sp4869,0,0,0,0,0.000116279,0
sp4870,0,0,0,0,0.000197674,0
sp4871,0,0,0,0,0.000151163,0
sp4872,0,0,0,0,0.000127907,0
sp4873,0,0,0,0,0.000197674,0
sp4874,0,0,0,0,0.000127907,0
sp4875,0,0,0,0,0.000174419,0
sp4876,0,0,0,0,0.000197674,0
sp4877,0,0,0,0,0.000186047,0
sp4878,0,0,0,0,0.000162791,0
sp4879,0,0,0,0,0.000162791,0
sp4880,0,0,0,0,0.000174419,0
sp4881,0,0,0,0,0.000139535,0
sp4882,0,0,0,0,0.000151163,0
sp4883,0,0,0,0,0.000151163,0
sp4884,0,0,0,0,0.000162791,0
sp4885,0,0,0,0,0.000116279,0
sp4886,0,0,0,0,0.000139535,0
sp4887,0,0,0,0,0.000151163,0
sp4888,0,0,0,0,9.30233E-05,0
sp4889,0,0,0,0,0.000116279,0
sp4890,0,0,0,0,0.000186047,0
sp4891,0,0,0,0,0.000127907,0
sp4892,0,0,0,0,0.000162791,0
sp4893,0,0,0,0,0.000174419,0
sp4894,0,0,0,0,0.000232558,0
sp4895,0,0,0,0,0.000139535,0
sp4896,0,0,0,0,0.000151163,0
sp4897,0,0,0,0,0.000127907,0
sp4898,0,0,0,0,0.000127907,0
sp4899,0,0,0,0,0.000232558,0
sp4900,0,0,0,0,0.000186047,0
sp4901,0,0,0,0,0.000174419,0
sp4902,0,0,0,0,0.000116279,0
sp4903,0,0,0,0,0.000209302,0
sp4904,0,0,0,0,0.000151163,0
sp4905,0,0,0,0,0.000151163,0
sp4906,0,0,0,0,0.000104651,0
sp4907,0,0,0,0,0.000151163,0
sp4908,0,0,0,0,0.000162791,0
sp4909,0,0,0,0,0.000139535,0
sp4910,0,0,0,0,0.000186047,0
sp4911,0,0,0,0,0.000174419,0
sp4912,0,0,0,0,0.000162791,0
sp4913,0,0,0,0,0.000174419,0
sp4914,0,0,0,0,0.000209302,0
sp4915,0,0,0,0,8.13953E-05,0
sp4916,0,0,0,0,0.000116279,3.48837E-05
sp4917,0,0,0,0,0,0.000139535
sp4918,0,0,0,0,0,0.000186047
sp4919,0,0,0,0,0,0.000186047
sp4920,0,0,0,0,0,0.000174419
sp4921,0,0,0,0,0,0.000151163
sp4922,0,0,0,0,0,0.000197674
sp4923,0,0,0,0,0,0.000116279
sp4924,0,0,0,0,0,0.000104651
sp4925,0,0,0,0,0,0.00022093
sp4926,0,0,0,0,0,0.000162791
sp4927,0,0,0,0,0,0.000139535
sp4928,0,0,0,0,0,0.000186047
sp4929,0,0,0,0,0,0.000139535
sp4930,0,0,0,0,0,0.000162791
sp4931,0,0,0,0,0,0.000162791
sp4932,0,0,0,0,0,0.000197674
sp4933,0,0,0,0,0,0.000151163
sp4934,0.000290698,0,0,0,0,0
sp4935,0.000290698,0,0,0,0,0
sp4936,0.000290698,0,0,0,0,0
sp4937,0.000290698,0,0,0,0,0
sp4938,0.000290698,0,0,0,0,0
sp4939,0.000290698,0,0,0,0,0
sp4940,0.000290698,0,0,0,0,0
sp4941,0.000290698,0,0,0,0,0
sp4942,0.000290698,0,0,0,0,0
sp4943,0.000290698,0,0,0,0,0
sp4944,0.000290698,0,0,0,0,0
sp4945,0.000290698,0,0,0,0,0
sp4946,0.000290698,0,0,0,0,0
sp4947,0.000290698,0,0,0,0,0
sp4948,0.000290698,0,0,0,0,0
sp4949,8.13953E-05,0.000197674,0,0,0,0
sp4950,0,0.00027907,0,0,0,0
sp4951,0,0.000290698,0,0,0,0
sp4952,0,0.00027907,0,0,0,0
sp4953,0,0.000267442,0,0,0,0
sp4954,0,0.000255814,0,0,0,0
sp4955,0,0,0.00027907,0,0,0
sp4956,0,0,0.000232558,0,0,0
sp4957,0,0,0.000267442,0,0,0
sp4958,0,0,0.000244186,0,0,0
sp4959,0,0,0.000267442,0,0,0
sp4960,0,0,0.00027907,0,0,0
sp4961,0,0,0.000267442,0,0,0
sp4962,0,0,0.000290698,0,0,0
sp4963,0,0,0,0.000127907,0,0
sp4964,0,0,0,0.000174419,0,0
sp4965,0,0,0,0.000162791,0,0
sp4966,0,0,0,0.000104651,0,0
sp4967,0,0,0,0.000116279,0,0
sp4968,0,0,0,0.000162791,0,0
sp4969,0,0,0,0.000151163,0,0
sp4970,0,0,0,0.000139535,0,0
sp4971,0,0,0,0.000104651,0,0
sp4972,0,0,0,0.000127907,0,0
sp4973,0,0,0,0.000116279,0,0
sp4974,0,0,0,0.000139535,0,0
sp4975,0,0,0,0.000139535,0,0
sp4976,0,0,0,0.000116279,0,0
sp4977,0,0,0,0.000127907,0,0
sp4978,0,0,0,0.000104651,0,0
sp4979,0,0,0,0.000104651,0,0
sp4980,0,0,0,8.13953E-05,0,0
sp4981,0,0,0,8.13953E-05,0,0
sp4982,0,0,0,0.000139535,0,0
sp4983,0,0,0,0.000162791,0,0
sp4984,0,0,0,8.13953E-05,0,0
sp4985,0,0,0,0.000127907,0,0
sp4986,0,0,0,0.000139535,0,0
sp4987,0,0,0,0.000162791,0,0
sp4988,0,0,0,0.000127907,0,0
sp4989,0,0,0,0.000127907,0,0
sp4990,0,0,0,0.000151163,0,0
sp4991,0,0,0,6.97674E-05,0,0
sp4992,0,0,0,0.000116279,0,0
sp4993,0,0,0,0.000151163,0,0
sp4994,0,0,0,0.000151163,0,0
sp4995,0,0,0,6.97674E-05,0,8.13953E-05
sp4996,0,0,0,3.48837E-05,3.48837E-05,2.32558E-05
sp4997,0,0,0,5.81395E-05,0,6.97674E-05
sp4998,0,0,0,0,0.000186047,0
sp4999,0,0,0,0,0.000174419,0
sp5000,0,0,0,0,0.000162791,0
sp5001,0,0,0,0,0.000116279,0
sp5002,0,0,0,0,0.000151163,0
sp5003,0,0,0,0,0.000162791,0
sp5004,0,0,0,0,0.000162791,0
sp5005,0,0,0,0,0.000162791,0
sp5006,0,0,0,0,0.000174419,0
sp5007,0,0,0,0,0.000186047,0
sp5008,0,0,0,0,0.000139535,0
sp5009,0,0,0,0,0.000162791,0
sp5010,0,0,0,0,0.000139535,0
sp5011,0,0,0,0,0.000139535,0
sp5012,0,0,0,0,0.000186047,0
sp5013,0,0,0,0,0.000139535,0
sp5014,0,0,0,0,0.000139535,0
sp5015,0,0,0,0,0.000186047,0
sp5016,0,0,0,0,0.000186047,0
sp5017,0,0,0,0,0.000186047,0
sp5018,0,0,0,0,0.000174419,0
sp5019,0,0,0,0,0.000174419,0
sp5020,0,0,0,0,0.000151163,0
sp5021,0,0,0,0,0.000162791,0
sp5022,0,0,0,0,0.000104651,0
sp5023,0,0,0,0,0.000116279,0
sp5024,0,0,0,0,0.000151163,0
sp5025,0,0,0,0,0.000116279,0
sp5026,0,0,0,0,0.000127907,0
sp5027,0,0,0,0,0.000162791,0
sp5028,0,0,0,0,0.000151163,0
sp5029,0,0,0,0,0.000174419,0
sp5030,0,0,0,0,0.000162791,0
sp5031,0,0,0,0,0.000162791,0
sp5032,0,0,0,0,0.000139535,0
sp5033,0,0,0,0,0.000151163,0
sp5034,0,0,0,0,0.000139535,0
sp5035,0,0,0,0,0.000116279,0
sp5036,0,0,0,0,0.000139535,0
sp5037,0,0,0,0,0.000162791,0
sp5038,0,0,0,0,0.000151163,0
sp5039,0,0,0,0,0.000104651,0
sp5040,0,0,0,0,0.000127907,0
sp5041,0,0,0,0,0.000139535,0
sp5042,0,0,0,0,0.000151163,0
sp5043,0,0,0,0,0.000151163,0
sp5044,0,0,0,0,0.000151163,0
sp5045,0,0,0,0,0.000116279,0
sp5046,0,0,0,0,0.00022093,0
sp5047,0,0,0,0,0.000174419,0
sp5048,0,0,0,0,0.000186047,0
sp5049,0,0,0,0,0.000139535,0
sp5050,0,0,0,0,0.000186047,0
sp5051,0,0,0,0,0.000139535,0
sp5052,0,0,0,0,0.000116279,0
sp5053,0,0,0,0,0.000151163,0
sp5054,0,0,0,0,0.000151163,0
sp5055,0,0,0,0,0.000162791,0
sp5056,0,0,0,0,0,0.000116279
sp5057,0,0,0,0,0,9.30233E-05
sp5058,0,0,0,0,0,0.000127907
sp5059,0,0,0,0,0,0.000151163
sp5060,0,0,0,0,0,0.000174419
sp5061,0,0,0,0,0,8.13953E-05
sp5062,0,0,0,0,0,0.000151163
sp5063,0,0,0,0,0,0.000127907
sp5064,0,0,0,0,0,0.000151163
sp5065,0,0,0,0,0,0.000116279
sp5066,0,0,0,0,0,0.000139535
sp5067,0,0,0,0,0,0.000104651
sp5068,0,0,0,0,0,0.000232558
sp5069,0.00027907,0,0,0,0,0
sp5070,0.00027907,0,0,0,0,0
sp5071,0.00027907,0,0,0,0,0
sp5072,0.00027907,0,0,0,0,0
sp5073,0.00027907,0,0,0,0,0
sp5074,0.00027907,0,0,0,0,0
sp5075,0.00027907,0,0,0,0,0
sp5076,0.00027907,0,0,0,0,0
sp5077,0.00027907,0,0,0,0,0
sp5078,0.000267442,0,0,0,0,0
sp5079,0.00027907,0,0,0,0,0
sp5080,0.000151163,0.000116279,0,0,0,0
sp5081,0.000151163,0.000116279,0,0,0,0
sp5082,0,0.000267442,0,0,0,0
sp5083,0,0.000232558,0,0,0,0
sp5084,0,0.000255814,0,0,0,0
sp5085,0,0.00027907,0,0,0,0
sp5086,0,0.000255814,0,0,0,0
sp5087,0,0.00027907,0,0,0,0
sp5088,0,0.000267442,0,0,0,0
sp5089,0,0.000232558,0,0,0,0
sp5090,0,0,0.00022093,0,0,0
sp5091,0,0,0.000255814,0,0,0
sp5092,0,0,0.000255814,0,0,0
sp5093,0,0,0.000244186,0,0,0
sp5094,0,0,0.000267442,0,0,0
